date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,humidity,visibilityKm,pressureMB,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
2018-05-03,1400,14,57,7,12,244,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,63,10,1020,58,14,57,7,45,13,56,9,14,13,56
2018-05-03,1500,14,56,8,13,253,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,65,10,1020,43,14,58,8,46,13,56,10,15,13,56
2018-05-03,1600,13,55,8,12,254,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,69,10,1020,41,14,57,8,47,13,55,9,15,13,55
2018-05-03,1700,13,55,7,12,255,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,74,10,1021,38,13,56,9,48,13,55,9,15,13,55
2018-05-03,1800,12,54,7,11,257,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,78,10,1021,36,13,56,9,49,12,54,9,15,12,54
2018-05-03,1900,12,53,6,10,252,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1021,39,12,53,9,48,11,51,9,15,11,51
2018-05-03,2000,11,52,6,9,248,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,86,10,1022,43,10,51,8,47,9,49,9,15,9,49
2018-05-03,2100,11,51,5,8,244,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,91,10,1023,46,9,48,8,46,8,46,9,15,8,46
2018-05-03,2200,10,51,4,7,251,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,91,10,1023,44,9,48,7,45,8,46,8,13,8,46
2018-05-03,2300,10,50,3,6,258,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,91,10,1023,42,8,47,7,45,8,46,7,11,8,46
2018-05-04,0,10,49,3,4,266,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,91,10,1023,40,8,47,7,44,8,46,5,9,8,46
2018-05-04,100,10,50,3,4,267,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,92,10,1023,56,8,47,7,44,8,46,6,9,8,46
2018-05-04,200,10,50,3,5,268,W,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,92,10,1022,73,8,47,7,44,8,46,6,9,8,46
2018-05-04,300,10,51,3,5,269,W,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,92,10,1022,90,8,47,7,45,8,46,6,10,8,46
2018-05-04,400,11,52,3,4,277,W,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,91,10,1022,81,9,48,7,45,8,47,5,9,8,47
2018-05-04,500,12,53,3,4,284,WNW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,90,10,1022,72,9,49,8,46,9,48,5,7,9,48
2018-05-04,600,13,55,2,4,292,WNW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,89,10,1023,63,10,49,8,46,10,50,4,6,10,50
2018-05-04,700,13,56,3,4,273,W,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,85,10,1023,54,11,52,8,47,11,52,4,6,11,52
2018-05-04,800,14,57,3,5,255,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,80,10,1023,46,12,54,9,47,12,54,4,6,12,54
2018-05-04,900,14,58,3,5,237,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,76,10,1023,38,13,56,9,48,13,56,4,6,13,56
2018-05-04,1000,15,59,4,6,228,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,73,10,1023,45,14,57,9,49,14,57,4,7,14,57
2018-05-04,1100,15,60,4,6,220,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,71,10,1024,53,15,59,10,50,15,59,5,7,15,59
2018-05-04,1200,16,61,4,7,211,SSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,69,10,1024,61,16,61,10,51,16,61,5,8,16,61
2018-05-04,1300,16,60,4,7,215,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,70,10,1024,65,16,61,11,51,16,61,5,8,16,61
2018-05-04,1400,16,60,4,7,219,SW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,72,10,1024,70,16,61,11,52,16,61,5,8,16,61
2018-05-04,1500,15,60,4,6,224,SW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,73,10,1024,75,16,61,11,52,16,61,5,8,16,61
2018-05-04,1600,15,59,4,6,228,SW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,77,10,1024,67,16,60,12,53,16,60,5,8,16,60
2018-05-04,1700,14,58,4,6,233,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,80,10,1024,60,15,60,12,54,15,60,5,8,15,60
2018-05-04,1800,14,57,4,6,238,WSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,83,10,1024,52,15,59,12,54,15,59,5,8,15,59
2018-05-04,1900,14,56,3,5,230,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,86,10,1025,58,14,58,12,54,15,58,5,8,15,58
2018-05-04,2000,13,56,3,5,222,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,88,10,1025,63,14,57,12,53,14,57,5,8,14,57
2018-05-04,2100,13,55,3,4,214,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,90,10,1025,69,13,55,11,53,13,56,5,8,13,56
2018-05-04,2200,12,54,2,4,214,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,90,10,1026,70,13,55,11,52,13,56,5,7,13,56
2018-05-04,2300,12,54,2,4,213,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,90,10,1026,70,13,55,11,52,13,56,4,7,13,56
2018-05-05,0,12,53,2,3,213,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,90,10,1026,71,13,55,11,52,13,56,4,6,13,56
2018-05-05,100,12,54,2,3,247,WSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,91,13,1026,57,12,53,11,51,12,54,3,5,12,54
2018-05-05,200,13,55,1,2,280,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,92,17,1026,43,11,52,10,50,12,53,2,3,12,53
2018-05-05,300,13,55,1,1,314,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,93,20,1026,29,11,51,9,49,11,51,1,2,11,51
2018-05-05,400,14,57,2,3,233,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,92,17,1025,21,11,52,10,50,11,52,3,5,11,52
2018-05-05,500,15,59,3,5,152,SSE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,92,13,1025,12,11,53,10,50,11,52,5,8,11,52
2018-05-05,600,16,62,4,7,71,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,92,10,1025,4,12,53,11,51,11,53,7,11,11,53
2018-05-05,700,17,63,5,8,73,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,83,10,1025,3,13,56,10,51,13,56,7,11,13,56
2018-05-05,800,18,65,5,8,76,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,74,10,1025,3,15,59,10,50,15,59,7,11,15,59
2018-05-05,900,19,67,6,9,78,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,66,10,1025,3,17,62,10,50,17,62,6,10,17,62
2018-05-05,1000,20,68,6,9,82,E,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,63,10,1025,2,18,64,10,51,18,64,6,10,18,64
2018-05-05,1100,21,70,6,9,85,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,59,10,1025,1,19,66,11,51,19,66,6,10,19,66
2018-05-05,1200,22,71,6,9,89,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,56,10,1025,0,20,68,11,51,20,68,6,10,20,68
2018-05-05,1300,21,70,5,8,91,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,57,13,1025,0,21,70,12,53,20,69,6,10,20,69
2018-05-05,1400,21,69,5,8,94,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,57,17,1025,0,23,73,12,54,21,70,5,9,21,70
2018-05-05,1500,20,68,4,7,97,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,58,20,1025,0,25,76,13,56,22,71,5,8,22,71
2018-05-05,1600,19,66,4,6,110,ESE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,63,20,1025,0,25,76,14,58,22,71,5,7,22,71
2018-05-05,1700,18,64,4,6,123,ESE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,68,20,1024,0,25,76,16,60,22,71,4,7,22,71
2018-05-05,1800,17,62,3,5,137,SE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,73,20,1024,0,25,76,17,62,22,71,4,6,22,71
2018-05-05,1900,15,60,4,6,130,SE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,78,20,1025,0,24,76,16,60,21,70,5,7,21,70
2018-05-05,2000,14,58,4,6,123,ESE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,83,20,1025,0,24,75,14,58,20,69,5,9,20,69
2018-05-05,2100,13,56,4,7,117,ESE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,87,20,1025,0,24,75,13,56,20,68,6,10,20,68
2018-05-05,2200,13,55,4,7,98,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,85,20,1025,0,20,68,12,54,17,63,7,11,17,63
2018-05-05,2300,12,53,4,7,79,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,83,20,1025,0,17,62,11,52,15,59,7,11,15,59
2018-05-06,0,11,52,4,7,60,ENE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,82,20,1025,0,13,55,10,50,13,55,7,12,13,55
2018-05-06,100,12,53,5,8,49,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,80,20,1025,0,12,54,9,48,11,53,9,14,11,53
2018-05-06,200,12,54,6,9,38,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,78,20,1025,0,11,52,8,46,10,51,11,17,10,51
2018-05-06,300,12,54,6,10,27,NNE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,77,20,1024,0,11,51,7,44,9,49,13,20,9,49
2018-05-06,400,14,57,7,11,31,NNE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,78,20,1024,0,11,51,7,45,9,49,12,20,9,49
2018-05-06,500,15,59,7,11,35,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,79,20,1024,0,11,52,8,46,10,49,12,19,10,49
2018-05-06,600,17,62,7,11,38,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,81,20,1024,0,11,52,8,46,10,50,11,18,10,50
2018-05-06,700,18,64,7,11,51,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,78,20,1024,0,13,56,10,49,12,54,10,16,12,54
2018-05-06,800,19,66,7,11,63,ENE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,75,20,1024,0,15,60,11,52,15,59,9,15,15,59
2018-05-06,900,20,68,7,11,76,ENE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,72,20,1024,0,18,64,13,55,18,64,8,13,18,64
2018-05-06,1000,21,70,6,10,88,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,69,20,1024,0,20,68,13,55,19,66,7,12,19,66
2018-05-06,1100,22,72,6,10,101,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,65,20,1023,0,22,72,13,56,20,68,7,11,22,72
2018-05-06,1200,23,73,6,9,113,ESE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,62,20,1023,0,24,76,14,56,21,70,6,10,24,76
2018-05-06,1300,23,73,5,8,125,SE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,62,20,1023,0,25,76,14,57,22,71,6,9,25,76
2018-05-06,1400,22,72,5,7,136,SE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,61,20,1022,0,25,77,15,58,22,72,5,9,25,77
2018-05-06,1500,22,71,4,6,148,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,61,20,1022,0,25,77,15,59,23,73,5,8,23,73
2018-05-06,1600,21,70,4,6,168,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,66,20,1021,0,25,77,16,61,23,73,4,7,23,73
2018-05-06,1700,20,69,3,5,188,S,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,70,20,1021,0,25,77,17,63,23,73,4,6,23,73
2018-05-06,1800,20,67,3,4,208,SSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,75,20,1021,0,25,77,18,64,23,73,3,5,23,73
2018-05-06,1900,19,66,2,3,194,SSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,78,17,1021,1,22,71,16,62,21,69,3,5,21,69
2018-05-06,2000,18,64,2,3,181,S,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,81,13,1020,2,19,66,15,59,18,65,3,4,18,65
2018-05-06,2100,17,63,1,2,167,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,84,10,1020,3,16,61,13,56,16,61,2,4,16,61
2018-05-06,2200,17,62,1,2,127,SE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,85,10,1020,2,16,61,14,57,16,61,2,4,16,61
2018-05-06,2300,16,61,1,2,86,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,86,10,1020,2,17,62,14,57,17,62,2,4,17,62
2018-05-07,0,16,61,2,3,46,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,87,10,1020,2,17,62,15,58,17,62,2,4,17,62
2018-05-07,100,16,61,2,3,43,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,87,10,1020,1,16,61,14,57,16,61,3,5,16,61
2018-05-07,200,17,62,2,4,40,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,88,10,1019,1,16,61,14,57,16,61,4,6,16,61
2018-05-07,300,17,62,3,5,37,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,88,10,1019,0,15,60,13,56,15,60,5,8,15,60
2018-05-07,400,18,64,3,6,38,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,88,10,1019,0,16,60,14,56,16,60,5,9,16,60
2018-05-07,500,19,66,4,6,39,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,87,10,1019,0,16,60,14,56,16,60,6,9,16,60
2018-05-07,600,20,68,4,7,40,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,87,10,1019,0,16,61,14,57,16,61,6,10,16,61
2018-05-07,700,21,69,5,7,51,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,79,10,1019,0,18,64,14,57,18,64,6,10,18,64
2018-05-07,800,22,71,5,7,63,ENE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,71,10,1019,0,19,67,14,57,19,67,6,9,19,67
2018-05-07,900,23,73,5,8,75,ENE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,64,10,1019,0,21,70,14,57,21,70,5,9,21,70
2018-05-07,1000,23,74,5,7,88,E,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,60,10,1019,0,22,72,14,57,22,72,5,9,22,72
2018-05-07,1100,24,75,5,7,101,ESE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,57,10,1018,0,24,75,14,57,23,73,5,8,24,75
2018-05-07,1200,25,76,4,7,114,ESE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,54,10,1018,0,25,78,14,57,24,75,5,8,25,78
2018-05-07,1300,24,76,5,7,126,SE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,55,10,1018,0,26,78,15,58,24,76,5,9,26,78
2018-05-07,1400,24,75,5,8,138,SE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,56,10,1017,0,26,78,15,59,24,76,5,9,26,78
2018-05-07,1500,23,74,5,8,150,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,57,10,1017,0,26,79,16,60,25,76,6,9,26,79
2018-05-07,1600,22,72,5,8,162,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,63,10,1016,0,26,78,16,61,24,75,5,9,26,78
2018-05-07,1700,21,70,4,7,174,S,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,69,10,1016,0,25,77,17,63,23,74,5,8,23,74
2018-05-07,1800,20,68,4,7,186,S,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,75,10,1015,0,25,77,18,64,23,73,5,8,23,73
2018-05-07,1900,19,66,3,5,189,S,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,78,10,1015,0,23,73,17,63,21,70,4,6,21,70
2018-05-07,2000,18,64,2,3,192,SSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,81,10,1016,0,20,68,16,61,20,67,3,5,20,67
2018-05-07,2100,17,62,1,2,195,SSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,85,10,1016,0,18,64,15,60,18,64,2,3,18,64
2018-05-07,2200,16,61,2,3,167,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,86,10,1015,0,18,64,15,60,18,64,2,4,18,64
2018-05-07,2300,16,60,2,3,138,SE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,87,10,1015,0,17,63,15,59,17,63,3,5,17,63
2018-05-08,0,15,59,3,4,110,ESE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,88,10,1014,0,17,63,15,59,17,63,4,6,17,63
2018-05-08,100,15,59,3,4,132,SE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,87,10,1013,0,16,62,14,58,16,62,4,6,16,62
2018-05-08,200,15,60,2,4,154,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,86,10,1013,0,16,61,14,56,16,61,4,6,16,61
2018-05-08,300,16,60,2,4,176,S,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,84,10,1012,0,15,60,13,55,15,60,4,6,15,60
2018-05-08,400,16,61,2,3,193,SSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,83,10,1012,2,15,59,12,54,16,60,3,6,16,60
2018-05-08,500,17,62,2,3,211,SSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,82,10,1012,3,15,59,12,54,16,60,3,5,16,60
2018-05-08,600,18,64,2,3,228,SW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,81,10,1012,5,15,59,12,53,16,61,3,5,16,61
2018-05-08,700,18,64,3,5,230,SW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,76,10,1011,8,16,61,12,53,17,62,4,6,17,62
2018-05-08,800,19,65,4,6,232,SW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,72,10,1011,11,17,63,12,53,17,63,5,8,17,63
2018-05-08,900,19,66,5,8,235,SW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,67,10,1011,14,18,65,12,54,18,65,6,9,18,65
2018-05-08,1000,20,67,6,10,237,WSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,67,10,1011,11,19,66,13,55,19,66,7,12,19,66
2018-05-08,1100,20,68,7,12,240,WSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,66,10,1011,7,20,68,13,56,20,68,9,14,20,68
2018-05-08,1200,21,69,9,14,243,WSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,66,10,1011,4,21,69,14,57,21,69,10,17,21,69
2018-05-08,1300,20,68,10,16,252,WSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,66,10,1011,3,20,68,14,57,20,68,12,19,20,68
2018-05-08,1400,19,67,11,17,260,W,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,67,10,1010,2,20,68,14,57,20,68,13,22,20,68
2018-05-08,1500,19,66,12,19,269,W,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,67,10,1010,2,20,68,14,56,20,68,15,24,20,68
2018-05-08,1600,18,64,12,19,279,W,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,73,10,1010,22,18,65,13,56,18,65,16,26,18,65
2018-05-08,1700,16,61,12,20,289,WNW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,78,10,1011,42,17,63,13,56,17,63,17,27,17,63
2018-05-08,1800,15,59,13,21,299,WNW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,83,10,1011,63,16,60,13,55,16,60,18,28,16,60
